objectid,park,park_no,bldg_id,bldg_name,category,bldg_type,field_house_class,status,year_built,stories,building_sqft,owner,address,ward,community,lat,lon,provenance,source
437,MARQUETTE (JACQUES),10,0010-11,Plumbers Storage Shed,other,MAINTENANCE,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.764743,-87.712144,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
438,MARQUETTE (JACQUES),10,0010-12,Pole Barn (DNR),other,MAINTENANCE,,ACTIVE,1929,1,3100,CPD,3556 W 71ST ST,17,CHICAGO LAWN,41.765423,-87.712317,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
439,MARQUETTE (JACQUES),10,0010-14,Marquette Park Field House,field_house,FIELDHOUSE A2,A2,ACTIVE,1936,1,31130,CPD,6700 S KEDZIE AVE,17,CHICAGO LAWN,41.770677,-87.703871,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
440,MARQUETTE (JACQUES),10,0010-15,Greenhouse (Inactive),other,MAINTENANCE,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.765213,-87.711568,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
441,MARQUETTE (JACQUES),10,0010-16,,other,GOLF BUILDING,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.771036,-87.704686,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
442,MARQUETTE (JACQUES),10,0010-18,Redfield Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,17,CHICAGO LAWN,41.765354,-87.700705,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
443,MARQUETTE (JACQUES),10,0010-13,Riggers Building,other,MAINTENANCE,,ACTIVE,,,,CPD,3540 W 71ST ST,17,CHICAGO LAWN,41.764496,-87.711844,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
444,MARQUETTE (JACQUES),10,0010-17,Landscape Storage (Salt),other,MAINTENANCE,,ACTIVE,,,,CPD,,17,CHICAGO LAWN,41.770847,-87.71247,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
445,MASON (ELIZABETH),1164,1164-01,North Shelter,other,SHELTER,,ACTIVE,,1,,CPD,4101 W MAYPOLE AVE,28,WEST GARFIELD PARK,41.884377,-87.728349,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
446,MASON (ELIZABETH),1164,1164-02,South Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,28,WEST GARFIELD PARK,41.883614,-87.728519,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
447,MATHER (STEPHEN TYNG),241,0241-01,Mather Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,,1,,CPD,5941 N RICHMOND ST,40,WEST RIDGE,41.989691,-87.702266,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
448,MAYFAIR,86,0086-01,Mayfair Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1937,2,5695,CPD,4520 W SUNNYSIDE AVE,39,IRVING PARK,41.963109,-87.741988,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
449,MCGUANE (JOHN),2,0002-01,McGuane Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1974,2,33632,CPD,2901 S POPLAR AVE,11,BRIDGEPORT,41.841037,-87.648687,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
450,MCKINLEY (WILLIAM),23,0023-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,12,MCKINLEY PARK,41.825843,-87.681316,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
451,MCKINLEY (WILLIAM),23,0023-02,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,12,MCKINLEY PARK,41.824743,-87.683891,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
452,MCKINLEY (WILLIAM),23,0023-03,McKinley Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1916,2,28255,CPD,2210 W PERSHING RD,12,MCKINLEY PARK,41.823731,-87.682457,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
453,MCKINLEY (WILLIAM),23,0023-04,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,12,MCKINLEY PARK,41.823187,-87.682437,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
454,MCKINLEY (WILLIAM),23,0023-05,Powerhouse,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,12,MCKINLEY PARK,41.824982,-87.683589,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
455,MCKINLEY (WILLIAM),23,0023-06,Service Yard,other,MAINTENANCE,,ACTIVE,,,,CPD,,12,MCKINLEY PARK,41.82344,-87.680423,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
456,MERRIMAC,256,0256-01,Merrimac Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1969,1,18389,CPD,6343 W IRVING PARK RD,38,DUNNING,41.952396,-87.785013,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
457,MEYERING (WILLIAM),1049,1049-01,Meyering Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1947,1,,CPD,7140 S DR MARTIN LUTHER KING JR DR,6,GREATER GRAND CROSSING,41.764614,-87.616039,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
458,MEYERING (WILLIAM),1049,1049-02,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,6,GREATER GRAND CROSSING,41.764845,-87.615746,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
459,MINUTEMAN,307,0307-01,Minuteman Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1975,1,,CPD,5940 S CENTRAL AVE,23,GARFIELD RIDGE,41.785461,-87.762775,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
460,MORAN (TERRANCE),1051,1051-01,Moran Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1927,1,1680,CPD,5727 S RACINE AVE,16,ENGLEWOOD,41.789636,-87.65457,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
461,MOUNT GREENWOOD,251,0251-01,,other,UNIDENTIFIED,,ACTIVE,,,,,,19,MOUNT GREENWOOD,41.690994,-87.714405,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
462,MOUNT GREENWOOD,251,0251-02,Mount Greenwood Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,,1,23455,CPD,3721 W 111TH ST,19,MOUNT GREENWOOD,41.69099,-87.713746,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
463,MOUNT GREENWOOD,251,0251-03,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,19,MOUNT GREENWOOD,41.691114,-87.715262,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
464,MOUNT GREENWOOD,251,0251-04,Recreation Building,other,MAINTENANCE,,ACTIVE,,1,,CPD,3711 W 111TH ST,19,MOUNT GREENWOOD,41.690481,-87.712015,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
465,MOZART (AMADEUS),128,0128-01,Recreation Building,field_house,FIELDHOUSE C,C,ACTIVE,1914,1,2645,CPD,3840 W ARMITAGE AVE,26,LOGAN SQUARE,41.91755,-87.723278,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
466,MOZART (AMADEUS),128,0128-02,Mozart Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1963,1,15935,CPD,2036 N AVERS AVE,26,LOGAN SQUARE,41.917929,-87.723751,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
467,MUNROE,1052,1052-01,Munroe Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1948,1,,CPD,2617 W 105TH ST,19,BEVERLY,41.702555,-87.687027,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
468,MUNROE,1052,1052-02,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,19,BEVERLY,41.702542,-87.687183,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
469,MURRAY (DAVID),1053,1053-01,Murray Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1929,1,1655,CPD,1743 W 73RD ST,17,WEST ENGLEWOOD,41.761077,-87.667965,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
470,NASH (DON) COMM. CTR.,482,0482-01,Nash Community Center,field_house,FIELDHOUSE A2,A2,ACTIVE,1992,3,30995,CPD,1833 E 71ST ST,7,SOUTH SHORE,41.765859,-87.579954,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
471,NORMANDY,1054,1054-01,Normandy Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1958,1,,CPD,6640 W 52ND ST,14,GARFIELD RIDGE,41.797932,-87.788684,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
472,NORTH PARK VILLAGE NATURE CENTER,533,0533-01,North Park Village Nature Center,field_house,FIELDHOUSE C,C,ACTIVE,,2,,CITY,5801 N PULASKI RD,39,NORTH PARK,41.987911,-87.724376,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
473,NORTH PARK VILLAGE NATURE CENTER,533,0533-02,NORTH PARK VILLAGE - MISC BLDG,other,UNIDENTIFIED,,ACTIVE,,,,CITY,5801 N PULASKI RD,39,NORTH PARK,41.988175,-87.724161,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
474,NORTHERLY ISLAND,34,0034-01,12th Street Beach Concession,other,CONCESSION,,ACTIVE,,1,,CPD,,4,NEAR SOUTH SIDE,41.864605,-87.607709,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
475,NORTHERLY ISLAND,34,0034-02,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,4,NEAR SOUTH SIDE,41.86076,-87.610313,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
476,NORTHERLY ISLAND,34,0034-03,Storage,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,4,NEAR SOUTH SIDE,41.862043,-87.609712,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
477,NORTHERLY ISLAND,34,0034-04,12th Street Beach Comfort Station,field_house,FIELDHOUSE BH2,BH2,ACTIVE,,1,,CPD,,4,NEAR SOUTH SIDE,41.864448,-87.607771,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
478,NORTHERLY ISLAND,34,0034-05,Judd Goldman Sailing Center,other,HARBOR BUILDING,,ACTIVE,,1,,CPD,1362 S LINN WHITE DR,4,NEAR SOUTH SIDE,41.864933,-87.609909,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
479,NORTHERLY ISLAND,34,0034-06,,other,MAINTENANCE,,ACTIVE,,,,CPD,1700 S LINN WHITE DR,4,NEAR SOUTH SIDE,41.857998,-87.609688,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
480,NORTHERLY ISLAND,34,0034-07,Landscape Garage,other,MAINTENANCE,,ACTIVE,,,,CPD,,4,NEAR SOUTH SIDE,41.859278,-87.610086,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
481,NORTHERLY ISLAND,34,0034-08,Adler Planetarium,museum,MUSEUM,,ACTIVE,1930,1,,OTHER,1300 S LAKE SHORE DR,4,NEAR SOUTH SIDE,41.866419,-87.60662,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
482,NORTHERLY ISLAND,34,0034-09,Northerly Island Visitor Center,field_house,FIELDHOUSE C,C,ACTIVE,1961,2,5778,CPD,1500 S LINN WHITE DR,4,NEAR SOUTH SIDE,41.860489,-87.609961,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
483,NORTHERLY ISLAND,34,0034-10,Burnham Park Yacht Club,other,YACHT CLUB,,ACTIVE,,,,,1500 S LINN WHITE DR,4,NEAR SOUTH SIDE,41.862351,-87.609523,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
484,NORWOOD,141,0141-01,Service Yard,other,MAINTENANCE,,ACTIVE,,,,CPD,,41,NORWOOD PARK,41.987372,-87.792529,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
485,NORWOOD,141,0141-02,Norwood Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1928,1,15725,CPD,5801 N NATOMA AVE,41,NORWOOD PARK,41.986619,-87.793421,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
486,NORWOOD,141,0141-03,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,41,NORWOOD PARK,41.986979,-87.793602,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
487,OAKDALE,235,0235-01,Bath House,pool,POOL BUILDING,,ACTIVE,1960,1,1400,CPD,,21,WASHINGTON HEIGHTS,41.719788,-87.649231,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
488,OAKDALE,235,0235-02,Oakdale Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1952,1,4515,CPD,965 W 95TH ST,21,WASHINGTON HEIGHTS,41.72059,-87.64755,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
489,OAKDALE,235,0235-03,Filter Building,pool,POOL BUILDING,,ACTIVE,1994,1,400,CPD,,21,WASHINGTON HEIGHTS,41.719495,-87.649,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
490,OGDEN (WILLIAM),8,0008-03,Ogden Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1904,2,28817,CPD,6500 S RACINE AVE,17,WEST ENGLEWOOD,41.77507,-87.655266,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
491,OGDEN (WILLIAM),8,0008-02,Boiler Room,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,6500 S RACINE AVE,17,WEST ENGLEWOOD,41.775392,-87.654585,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
492,O'HALLAREN (BERNARD),1012,1012-01,O'Hallaren Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,,1,778,CPD,8335 S HONORE ST,21,AUBURN GRESHAM,41.742123,-87.66912,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
493,OLYMPIA,60,0060-01,Olympia Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1970,1,21942,CPD,6566 N AVONDALE AVE,41,EDISON PARK,41.999382,-87.815155,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
494,OLYMPIA,60,0060-02,East Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,41,EDISON PARK,41.999142,-87.814392,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
495,OLYMPIA,60,0060-03,West Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,41,EDISON PARK,41.999258,-87.814603,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
496,ORIOLE,59,0059-01,Oriole Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1973,1,14800,CPD,5430 N OLCOTT AVE,41,NORWOOD PARK,41.978598,-87.814813,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
497,OWENS (JESSE),237,0237-01,Owens Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,2009,1,18000,CPD,8800 S CLYDE AVE,8,CALUMET HEIGHTS,41.73527,-87.574034,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
498,PALMER (POTTER),13,0013-01,Palmer Park Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,1904,2,12470,CPD,201 E 111TH ST,9,ROSELAND,41.691913,-87.61642,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
499,PALMER (POTTER),13,0013-03,Palmer Park Mens Gymnasium,field_house,FIELDHOUSE C,C,ACTIVE,,1,,CPD,201 E 111TH ST,9,ROSELAND,41.691925,-87.615361,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
500,PALMER (POTTER),13,0013-04,Power House,other,UTILITY STRUCTURE,,ACTIVE,1937,1,,CPD,,9,ROSELAND,41.692466,-87.616285,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
502,PALMER (POTTER),13,0013-06,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,9,ROSELAND,41.692495,-87.615919,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
503,PARK NO. 422,422,0422-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,28,EAST GARFIELD PARK,41.874865,-87.707398,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
504,PARK NO. 512,512,0512-02,,other,MAINTENANCE,,ACTIVE,1974,1,1700,CPD,1826 N ASHLAND AVE,32,LOGAN SQUARE,41.915107,-87.668344,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
506,HONORÉ (BERTHA PALMER),520,0520-01,,other,UNIDENTIFIED,,ACTIVE,,,,,,2,WEST TOWN,41.898421,-87.673896,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
507,WARNER GARDEN,521,0521-01,,other,UTILITY STRUCTURE,,ACTIVE,,,,,,47,LAKE VIEW,41.957467,-87.666265,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
508,WARNER GARDEN,521,0521-02,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,47,LAKE VIEW,41.957335,-87.666173,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
509,PARK NO. 526,526,0526-01,,other,UTILITY STRUCTURE,,ACTIVE,,,,MWRD,6343 N MC CORMICK RD,50,NORTH PARK,41.996628,-87.711087,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
510,PARK NO. 527,527,0527-01,Candle Factory,other,MAINTENANCE,,ACTIVE,1974,1,79000,CPD,6201 S LA SALLE ST,20,GREATER GRAND CROSSING,41.781507,-87.628629,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
511,PARK NO. 527,527,0527-02,Candle Factory,other,MAINTENANCE,,ACTIVE,1949,1,3100,CPD,6201 S WENTWORTH AVE,20,ENGLEWOOD,41.78145,-87.629843,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
512,PARK NO. 527,527,0527-03,Candle Factory,other,MAINTENANCE,,ACTIVE,1900,3,45800,CPD,6226 S LA SALLE ST,20,ENGLEWOOD,41.781026,-87.629341,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
513,PARK NO. 528,528,0528-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,13,WEST LAWN,41.776823,-87.736053,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
514,PASCHEN (CHRISTIAN),1057,1057-01,Paschen Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1929,1,1650,CPD,1932 W LUNT AVE,49,ROGERS PARK,42.009254,-87.679359,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
515,PETERSON (PEHR SAMUEL),452,0452-01,Peterson Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,,3,13270,CITY,5801 N PULASKI RD,39,NORTH PARK,41.986917,-87.720594,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
516,PIETROWSKI (SYLVESTER),1058,1058-01,Pietrowski Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1956,1,,CPD,9650 S AVENUE M,10,EAST SIDE,41.719866,-87.537887,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
517,PIOTROWSKI (LILLIAN),230,0230-01,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,22,SOUTH LAWNDALE,41.834979,-87.732098,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
518,PIOTROWSKI (LILLIAN),230,0230-02,Piotrowski Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1972,2,31075,CPD,4247 W 31ST ST,22,SOUTH LAWNDALE,41.836379,-87.730777,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
519,PIOTROWSKI (LILLIAN),230,0230-03,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,22,SOUTH LAWNDALE,41.834744,-87.729739,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
520,PORTAGE,147,0147-01,Portage Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1922,,26721,CPD,4100 N LONG AVE,38,PORTAGE PARK,41.955372,-87.763653,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
521,PORTAGE,147,0147-02,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,38,PORTAGE PARK,41.954652,-87.76602,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
522,PORTAGE,147,0147-04,Filter Building,pool,POOL BUILDING,,ACTIVE,1997,1,,CPD,,38,PORTAGE PARK,41.95604,-87.763003,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
523,PORTAGE,147,0147-05,Landscape Building,other,MAINTENANCE,,ACTIVE,,,,CPD,5505 W BERTEAU AVE,38,PORTAGE PARK,41.956394,-87.765785,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
524,PORTAGE,147,0147-06,Portage Gymnasium Building,field_house,FIELDHOUSE A4,A4,ACTIVE,1928,,17229,CPD,4101 N CENTRAL AVE,38,PORTAGE PARK,41.956069,-87.766042,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
525,PORTAGE,147,0147-07,Pavilion,other,SHELTER,,ACTIVE,,,,CPD,,38,PORTAGE PARK,41.954684,-87.766535,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
526,POTTAWATTOMIE,166,0166-01,Pottawattomie Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1972,1,19390,CPD,7340 N ROGERS AVE,49,ROGERS PARK,42.015178,-87.678136,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
527,PULASKI (CASIMER),217,0217-01,Locker Building,pool,POOL BUILDING,,ACTIVE,,,,CPD,1300 N NOBLE ST,2,WEST TOWN,41.905422,-87.663284,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
528,PULASKI (CASIMER),217,0217-02,Filter Building,pool,POOL BUILDING,,ACTIVE,,,,CPD,1419 W BLACKHAWK ST,2,WEST TOWN,41.905776,-87.663643,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
529,PULASKI (CASIMER),217,0217-03,Pulaski Park Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1912,2,60246,CPD,1419 W BLACKHAWK ST,2,WEST TOWN,41.906737,-87.663314,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
530,PULASKI (CASIMER),217,0217-04,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,2,WEST TOWN,41.905476,-87.662961,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
531,RAINBOW BEACH,1001,1001-01,Rainbow Beach Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,2005,1,19700,CPD,2873 E 75TH,7,SOUTH SHORE,41.757921,-87.548268,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
532,RAINBOW BEACH,1001,1001-02,,other,MAINTENANCE,,ACTIVE,,,,CPD,,7,SOUTH SHORE,41.759285,-87.554348,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
533,RAINBOW BEACH,1001,1001-03,Rainbow Beach Beach House,field_house,FIELDHOUSE BH2,BH2,ACTIVE,2005,1,1350,CPD,,7,SOUTH SHORE,41.758363,-87.549419,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
534,RAINBOW BEACH,1001,1001-04,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,7,SOUTH SHORE,41.758858,-87.552349,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
535,REVERE (PAUL),185,0185-01,Boys and Girls Club,field_house,FIELDHOUSE C,C,ACTIVE,1957,1,8000,CPD,2501 W IRVING PARK RD,47,NORTH CENTER,41.953673,-87.691313,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
536,REVERE (PAUL),185,0185-02,Revere Park Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,,1,16168,CPD,2509 W IRVING PARK RD,47,NORTH CENTER,41.953644,-87.692044,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
537,RIDGE,175,0175-01,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,19,BEVERLY,41.718253,-87.667605,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
538,RIDGE,175,0175-02,Ridge Park Ceramics Building,other,OTHER,,ACTIVE,,1,,CPD,9625 S LONGWOOD DR,19,BEVERLY,41.716714,-87.668292,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
