objectid,park,park_no,bldg_id,bldg_name,category,bldg_type,field_house_class,status,year_built,stories,building_sqft,owner,address,ward,community,lat,lon,provenance,source
637,WENTWORTH (JOHN),238,0238-02,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,13,GARFIELD RIDGE,41.788865,-87.781369,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
638,WENTWORTH (JOHN) GARDENS,286,0286-02,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,3,ARMOUR SQUARE,41.825097,-87.631691,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
639,WENTWORTH (JOHN) GARDENS,286,0286-01,Wentworth Gardens Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,,1,,CHA,3802 S WENTWORTH AVE,3,ARMOUR SQUARE,41.825578,-87.631703,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
640,WEST CHATHAM,249,0249-01,West Chatham Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1952,1,3140,CPD,8223 S PRINCETON AVE,21,CHATHAM,41.74475,-87.63144,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
641,WEST CHATHAM,249,0249-02,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,21,CHATHAM,41.745129,-87.631072,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
642,WEST CHATHAM,249,0249-03,Filter Building,pool,POOL BUILDING,,ACTIVE,2000,1,,CPD,,21,CHATHAM,41.744939,-87.631183,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
643,WEST LAWN,245,0245-01,Trades Building (Former Auto Repair Classroom),other,MAINTENANCE,,ACTIVE,1973,1,1040,CPD,4213 W 66TH ST,13,WEST LAWN,41.773164,-87.728718,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
644,WEST LAWN,245,0245-02,Storage Building,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,,13,WEST LAWN,41.77314,-87.729593,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
645,WEST LAWN,245,0245-03,West Lawn Fieldhouse,field_house,FIELDHOUSE A4,A4,ACTIVE,1958,1,19687,CPD,4235 W 65TH ST,13,WEST LAWN,41.774482,-87.728846,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
646,GRANT (ULYSSES),24,0024-18,Maggie Daley Park,field_house,FIELDHOUSE C,C,ACTIVE,1976,,,CPD,337 E RANDOLPH ST,42,LOOP,41.883962,-87.619084,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
647,RIVER,186,0186-07,River Park Boathouse,field_house,FIELDHOUSE BH1,BH1,ACTIVE,2014,1,2400,CPD,3000 W ARGYLE,33,ALBANY PARK,41.972479,-87.704512,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
648,GRAND CROSSING,15,0015-02,Boiler House,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,,8,GREATER GRAND CROSSING,41.756541,-87.600627,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
649,WEST PULLMAN,225,0225-01,West Pullman Fieldhouse,field_house,FIELDHOUSE A1,A1,ACTIVE,1958,1,42210,CPD,401 W 123RD ST,34,WEST PULLMAN,41.670109,-87.632109,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
650,"WICKER (CHARLES, JOEL)",214,0214-01,Wicker Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,1963,1,10985,CPD,1425 N DAMEN AVE,1,WEST TOWN,41.907996,-87.676739,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
651,WILDWOOD,257,0257-01,Wildwood Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1955,1,,CPD,6950 N HIAWATHA AVE,41,FOREST GLEN,42.00818,-87.779743,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
652,WILLIAMS (DANIEL HALE),261,0261-01,Williams Park Fieldhouse,field_house,FIELDHOUSE B,B,ACTIVE,2019,1,11066,CPD,2830 S STATE ST,3,DOUGLAS,41.842735,-87.627603,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
653,WILSON (FRANK),145,0145-01,Wilson Park Fieldhouse,field_house,FIELDHOUSE C,C,ACTIVE,1928,2,11058,CPD,4630 N MILWAUKEE AVE,45,PORTAGE PARK,41.964505,-87.758597,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
654,WILSON (JOHN),1071,1071-01,Wilson Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1930,1,,CPD,1122 W 34TH PL,11,BRIDGEPORT,41.831721,-87.654505,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
655,WILSON (JOHN) COMM. CTR.,1018,1018-01,Wilson Community Center,field_house,FIELDHOUSE B,B,ACTIVE,1939,1,7835,CPD,3223 S RACINE AVE,11,BRIDGEPORT,41.835364,-87.6556,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
656,WOLFE (RICHARD),1072,1072-01,Wolfe Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1930,1,2055,CPD,3325 E 108TH ST,10,EAST SIDE,41.698968,-87.54317,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
657,WOODHULL (ROSS),1073,1073-01,Woodhull Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1927,1,1895,CITY WF,7300 S EAST END AVE,8,SOUTH SHORE,41.762001,-87.583756,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
658,WRIGHTWOOD,1074,1074-01,Toilet Building,pool,POOL BUILDING,,ACTIVE,1968,1,,CPD,,32,LINCOLN PARK,41.928301,-87.666061,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
659,WRIGHTWOOD,1074,1074-02,Wrightwood Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1953,1,2590,CPD,2534 N GREENVIEW AVE,32,LINCOLN PARK,41.928223,-87.666752,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
660,CARVER (GEORGE WASHINGTON),255,0255-02,Carver Park Fieldhouse,field_house,FIELDHOUSE A2,A2,ACTIVE,1960,1,31562,CHA,939 E 132ND,9,RIVERDALE,41.654862,-87.599548,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
661,DAVIS (DR. NATHAN) SQUARE,14,0014-04,Power House,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,,15,NEW CITY,41.812893,-87.666514,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
662,JENSEN (CHRIST),82,0082-01,Haugan Middle School,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,,2,,BOE,4600 N LAWNDALE AVE,35,ALBANY PARK,41.966243,-87.721381,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
663,NICHOLS (JOHN FOUNTAIN),277,0277-01,Murray School,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,,2,,BOE,1342 E 54TH ST,4,HYDE PARK,41.79843,-87.592804,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
664,ORR (REZIN),407,0407-01,Orr High School,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,,3,,BOE,744 N PULASKI RD,37,HUMBOLDT PARK,41.894921,-87.727374,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
665,WHITE (EDWARD),379,0379-01,Edward White Elementary,field_house,INACTIVE: FIELDHOUSE JOINT,JOINT,INACTIVE,,1,,BOE,1120 W 122ND ST,34,WEST PULLMAN,41.672671,-87.649953,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
666,TOM (PING) MEML.,481,0481-01,Ping Tom Boathouse,field_house,FIELDHOUSE BH1,BH1,ACTIVE,2013,1,2485,CPD,300 W. 19th ST,25,NEAR SOUTH SIDE,41.858093,-87.634316,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
669,MIDWAY PLAISANCE,1268,1268-01,Ice Rink Warming Hut,other,OTHER,,ACTIVE,2000,1,,CPD,,5,HYDE PARK,41.787031,-87.598872,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
670,NORTHERLY ISLAND,34,0034-11,Huntington Bank Pavilion at Northerly Island,other,OTHER,,ACTIVE,2005,,,OTHER,1300 S LINN WHITE DR,4,NEAR SOUTH SIDE,41.863459,-87.608406,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
671,NORTHERLY ISLAND,34,0034-12,Tent on Lakefront Lawn,other,SHELTER,,ACTIVE,,1,15000,CPD,,4,NEAR SOUTH SIDE,41.8605,-87.608957,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
672,DOUGLASS (ANNA & FREDERICK),218,0218-07,Sacramento Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,24,NORTH LAWNDALE,41.856858,-87.701474,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
673,JEFFERSON (THOMAS),1113,1113-01,Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,11,LOWER WEST SIDE,41.858867,-87.642542,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
674,GRANT (ULYSSES),24,0024-24,Butler Field Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,SE Corner of Monroe & Columbus,42,LOOP,41.880363,-87.620045,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
675,TOM (PING) MEML.,481,0481-02,Leonard M. Louie Fieldhouse,field_house,FIELDHOUSE A3,A3,ACTIVE,2013,1,28000,CPD,1700 S. Wentworth,25,NEAR SOUTH SIDE,41.859052,-87.632554,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
676,TOM (PING) MEML.,481,0481-03,Ping Tom Pagoda,other,SHELTER,,ACTIVE,1999,1,,CPD,300 W 19th St,25,ARMOUR SQUARE,41.857086,-87.634837,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
677,LINCOLN (ABRAHAM),100,0100-81,Roscoe Comfort Station,other,COMFORT STATION,,ACTIVE,,1,,CPD,,44,LAKE VIEW,41.943391,-87.639423,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
678,CLARK (RICHARD),457,0457-01,Clark Park Boathouse,field_house,FIELDHOUSE BH1,BH1,ACTIVE,2013,1,,CPD,3400 N ROCKWELL,47,NORTH CENTER,41.943282,-87.694961,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
679,STANTON (EDWIN),109,0109-02,Stanton Park Natatorium,pool,POOL BUILDING,,ACTIVE,1964,1,,CPD,618 W Scott St,27,NEAR NORTH SIDE,41.905971,-87.644395,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
680,PARK NO. 527,527,0527-04,South Region Landscape & Forestry,other,MAINTENANCE,,ACTIVE,,1,,CPD,141 W 62nd ST,20,ENGLEWOOD,41.780894,-87.629848,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
681,CALIFORNIA,189,0189-02,McFetridge Sports Center,field_house,FIELDHOUSE AA,AA,ACTIVE,1975,1,107884,CPD,3843 N CALIFORNIA AVE,33,IRVING PARK,41.951899,-87.697025,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
682,DVORAK (ANTON),216,0216-05,,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,25,LOWER WEST SIDE,41.853969,-87.653528,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
683,HUMBOLDT (ALEXANDER VON),219,0219-08,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,1000,CPD,3050 W WALTON ST,26,HUMBOLDT PARK,41.898477,-87.703516,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
684,OGDEN (WILLIAM),8,0008-01,Bath House,pool,POOL BUILDING,,ACTIVE,,1,,CPD,6500 S RACINE AVE,17,WEST ENGLEWOOD,41.775091,-87.654593,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
685,JACKSON (ANDREW),19,0019-31,,other,UTILITY STRUCTURE,,ACTIVE,,,,CPD,67th & JEFFREY,5,WOODLAWN,41.773791,-87.576097,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
686,TULEY (MURRAY),18,0018-05,Arbor,other,SHELTER,,ACTIVE,,1,,CPD,,9,CHATHAM,41.73014,-87.61085,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
687,TRUMBULL (LYMAN),16,0016-03,Filter Building,pool,POOL BUILDING,,ACTIVE,1970,1,,CPD,,7,SOUTH DEERING,41.705218,-87.564485,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
688,SHERMAN (JOHN),7,0007-04,West Pergola,other,SHELTER,,ACTIVE,,1,,CPD,,20,NEW CITY,41.798963,-87.657604,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
689,SHERMAN (JOHN),7,0007-05,East Pergola,other,SHELTER,,ACTIVE,,,,CPD,,20,NEW CITY,41.79897,-87.657293,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
690,SHERMAN (JOHN),7,0007-06,West Locker Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,20,NEW CITY,41.798975,-87.65799,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
691,SHERMAN (JOHN),7,0007-07,East Locker Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,20,NEW CITY,41.798978,-87.656911,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
692,SHERMAN (JOHN),7,0007-08,West Gymnasium,other,OTHER,,ACTIVE,,1,,CPD,,2,NEW CITY,41.799191,-87.658008,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
693,RIIS (JACOB,123,0123-07,Pool Grandstand,pool,POOL BUILDING,,ACTIVE,,,,CPD,,30,BELMONT CRAGIN,41.924074,-87.780552,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
694,SHERMAN (JOHN),7,0007-09,East Gymnasium,other,OTHER,,ACTIVE,,1,,CPD,,20,NEW CITY,41.799212,-87.656875,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
695,SHERMAN (JOHN),7,0007-10,Boiler House,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,,20,NEW CITY,41.799414,-87.657956,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
696,SHERMAN (JOHN),7,0007-11,Filter Building,pool,POOL BUILDING,,ACTIVE,,1,,CPD,,20,NEW CITY,41.799473,-87.65763,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
697,PORTAGE,147,0147-03,Pool Utility Building,pool,POOL BUILDING,,ACTIVE,1958,,,CPD,,38,PORTAGE PARK,41.954967,-87.76292,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
698,LINCOLN (ABRAHAM),100,0100-87,Hollywood Avenue Breakwater Light,other,HARBOR BUILDING,,ACTIVE,,,,CITY,,48,EDGEWATER,41.986223,-87.649461,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
699,KELLY (EDWARD),260,0260-01,Kelly Park Fieldhouse,field_house,FIELDHOUSE D,D,ACTIVE,1956,1,,CPD,2724 S FAIRFIELD AVE,12,BRIGHTON PARK,41.819307,-87.693076,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
700,WASHINGTON (GEORGE),21,0021-14,Windy City Harvest Farm Greenhouse,other,OTHER,,ACTIVE,2009,1,,OTHER,Next to Dyett HS,4,WASHINGTON PARK,41.801495,-87.611402,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
701,MIDWAY PLAISANCE,1268,1268-02,Ice Rink Chiller Building,other,UTILITY STRUCTURE,,ACTIVE,2000,1,,CPD,,5,HYDE PARK,41.787536,-87.598625,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
702,DVORAK (ANTON),216,0216-06,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,25,LOWER WEST SIDE,41.853523,-87.654267,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
703,UNITY,293,0293-03,,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,,35,LOGAN SQUARE,41.929733,-87.712758,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
704,ELM,279,0279-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,4,HYDE PARK,41.800387,-87.596199,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
705,ROWAN (WILLIAM),248,0248-03,,other,UNIDENTIFIED,,ACTIVE,,1,,CPD,,10,EAST SIDE,41.686531,-87.539823,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
706,COMMERCIAL CLUB PGD. of CHICAGO,1006,1006-02,Storage Building,other,UTILITY STRUCTURE,,ACTIVE,,1,,CPD,,1,WEST TOWN,41.896484,-87.674201,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
707,HORNER (HENRY),228,0228-03,Horner Park Concession,other,CONCESSION,,ACTIVE,,1,,CPD,,33,IRVING PARK,41.957629,-87.697478,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
708,GARFIELD (JAMES),204,0204-10,Garden Hall,other,SHELTER,,ACTIVE,,,,CPD,,28,EAST GARFIELD PARK,41.880447,-87.717365,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
709,GARFIELD (JAMES),204,0204-11,Pergola,other,SHELTER,,ACTIVE,,,,CPD,,28,EAST GARFIELD PARK,41.880394,-87.719743,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
710,JEFFERSON (THOMAS),1113,1113-02,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,11,LOWER WEST SIDE,41.859129,-87.642555,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
711,WEST RIDGE NATURE PARK,568,0568-01,Pump Station,other,UTILITY STRUCTURE,,ACTIVE,,,,OTHER,,40,LINCOLN SQUARE,41.987122,-87.688667,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
712,WEST RIDGE NATURE PARK,568,0568-02,Water Tower,other,UTILITY STRUCTURE,,ACTIVE,,,,OTHER,,40,LINCOLN SQUARE,41.987017,-87.688474,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
713,CHOPIN (FREDERIC),146,0146-02,North Shelter,other,SHELTER,,ACTIVE,,,,CPD,,30,PORTAGE PARK,41.942711,-87.762299,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
714,CHOPIN (FREDERIC),146,0146-03,South Shelter,other,SHELTER,,ACTIVE,,,,CPD,,30,PORTAGE PARK,41.942532,-87.762296,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
715,SCOTTSDALE,265,0265-02,Shelter,other,SHELTER,,ACTIVE,,,,CPD,,18,ASHBURN,41.74192,-87.736446,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
716,ARCHER (WILLIAM BEATTY),250,0250-02,,other,UNIDENTIFIED,,ACTIVE,,1,,CPD,,14,ARCHER HEIGHTS,41.803927,-87.735313,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
717,PRAIRIE WOLF,329,0329-01,Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,20,WOODLAWN,41.780051,-87.603026,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
718,NORTH PARK VILLAGE NATURE CENTER,533,0533-03,Gymnastics Building,field_house,FIELDHOUSE AA,AA,ACTIVE,,,,OTHER,5801 N PULASKI RD,39,NORTH PARK,41.986185,-87.726811,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
719,NORTHERLY ISLAND,34,0034-13,Bike Chicago Kiosk,other,CONCESSION,,ACTIVE,,1,,CPD,,4,NEAR SOUTH SIDE,41.866081,-87.607674,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
720,GRANT (ULYSSES),24,0024-26,Kiosk,other,CONCESSION,,ACTIVE,2010,1,,CPD,N of Museum Campus Water Taxi,4,LOOP,41.868947,-87.616351,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
721,LINCOLN (ABRAHAM),100,0100-100,Kiosk,other,CONCESSION,,ACTIVE,2012,1,,CPD,Fullerton & LSD,43,LINCOLN PARK,41.926205,-87.630377,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
722,LINCOLN (ABRAHAM),100,0100-101,Lincoln Park Boathouse,field_house,FIELDHOUSE BH1,BH1,ACTIVE,1908,,,CPD,2341 N CANNON DR,43,LINCOLN PARK,41.923836,-87.632193,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
723,WARREN (LAURENCE),428,0428-09,Pratt & Western Shelter,other,SHELTER,,ACTIVE,,1,,CPD,,50,WEST RIDGE,42.00472,-87.689413,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
724,LINCOLN (ABRAHAM),100,0100-102,Chicago Yacht Club Floating Clubhouse,other,YACHT CLUB,,ACTIVE,1923,1,,OTHER,Belmont Harbor,44,,41.940318,-87.635193,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
725,WELLES (GIDEON),110,0110-04,Crepes in the Park,other,CONCESSION,,ACTIVE,2014,,,OTHER,2263 W SUNNYSIDE,47,LINCOLN SQUARE,41.963032,-87.685791,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
726,KILBOURN,84,0084-03,Landscape Building,other,MAINTENANCE,,ACTIVE,,1,,CPD,,30,IRVING PARK,41.944513,-87.738387,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
727,LA FOLLETTE (ROBERT),201,0201-04,Filter Building,pool,POOL BUILDING,,ACTIVE,,,,CPD,,37,AUSTIN,41.904316,-87.751812,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
728,HALE (NATHAN),234,0234-05,,other,CONCESSION,,ACTIVE,,1,,CPD,,13,CLEARING,41.77968,-87.779056,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
729,HARRISON (CARTER),213,0213-05,,other,COMFORT STATION,,ACTIVE,,1,,CPD,,25,LOWER WEST SIDE,41.857098,-87.6734,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
730,MARQUETTE (JACQUES),10,0010-19,Driving Range,other,GOLF BUILDING,,ACTIVE,,1,,CPD,,17,CHICAGO LAWN,41.76832,-87.698118,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
731,MARQUETTE (JACQUES),10,0010-20,Driving Range,other,GOLF BUILDING,,ACTIVE,,1,,CPD,,17,CHICAGO LAWN,41.769029,-87.699916,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
732,MARQUETTE (JACQUES),10,0010-21,,other,COMFORT STATION,,ACTIVE,,1,,CPD,,17,CHICAGO LAWN,41.770041,-87.700453,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
733,PARK NO. 577,577,0577-01,Morgan Park Sports Center,field_house,FIELDHOUSE AA,AA,ACTIVE,2015,,64000,CPD,11505 S WESTERN AVE,19,MORGAN PARK,41.683724,-87.680389,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
734,PETERSON (PEHR SAMUEL),452,0452-02,Gate House,other,OTHER,,INACTIVE,,1,,CITY,SW corner Central Park & Peterson,39,NORTH PARK,41.990076,-87.719143,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
735,MCKINLEY (WILLIAM),23,0023-07,Filter Room,pool,POOL BUILDING,,ACTIVE,,,,CPD,,12,MCKINLEY PARK,41.823259,-87.683226,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
736,CLARK (RICHARD),457,0457-02,Kerry Wood Cubs Field,stadium,STADIUM,,ACTIVE,2015,,,OTHER,,47,NORTH CENTER,41.94419,-87.693674,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
737,ELLIS (SAMUEL),1213,1213-01,Arts & Recreation Center at Ellis Park,field_house,FIELDHOUSE A2,A2,ACTIVE,2016,2,,OTHER,3520 S COTTAGE GROVE,4,OAKLAND,41.830512,-87.610661,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
738,MANDRAKE (HENRY BROWN),504,0504-02,Abraham Lincoln Centre,field_house,FIELDHOUSE JOINT,JOINT,ACTIVE,,1,,OTHER,3858 S COTTAGE GROVE,4,OAKLAND,41.824165,-87.607242,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
739,PARK NO. 571,571,0571-01,Eleanor Boat House,field_house,FIELDHOUSE BH1,BH1,ACTIVE,2016,1,,CPD,,11,BRIDGEPORT,41.844112,-87.662491,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
740,HOMAN SQUARE COMM. CTR.,515,0515-01,Homan Square Community Center,field_house,FIELDHOUSE A2,A2,ACTIVE,2001,1,36280,CPD,3517 W ARTHINGTON ST,24,NORTH LAWNDALE,41.869182,-87.71398,sourced,"socrata_vcti-mbcd@2026-09-14, socrata_igwz-8jzy@2026-09-09"
